                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    313,                0.46534,                0.26683,                 0.8664,                0.95821,                0.96638,                0.98632,                0.83235,                0.61553,                0.30036,                0.95996,              0.0069112,              0.0069112,              0.0069112
                    314,                0.46255,                0.26446,                0.86679,                0.95821,                0.96646,                0.98632,                0.83016,                0.61584,                0.30003,                0.95974,              0.0069013,              0.0069013,              0.0069013
                    315,                0.46716,                0.26736,                0.87032,                0.95822,                0.96664,                0.98635,                0.83077,                0.61541,                0.30045,                0.95954,              0.0068914,              0.0068914,              0.0068914
                    316,                0.46707,                0.26724,                0.86666,                0.95824,                0.96702,                0.98636,                0.83199,                0.61507,                0.29971,                0.95933,              0.0068815,              0.0068815,              0.0068815
                    317,                0.46333,                0.26505,                0.86595,                0.95824,                0.96701,                0.98632,                0.83178,                0.61477,                 0.2989,                0.95911,              0.0068716,              0.0068716,              0.0068716
                    318,                0.46663,                0.26881,                0.86814,                0.95825,                0.96737,                0.98636,                0.83097,                0.61498,                0.29976,                0.95897,              0.0068617,              0.0068617,              0.0068617
                    319,                0.45876,                0.26473,                0.86277,                0.95815,                0.96803,                0.98632,                0.83265,                0.61554,                0.29909,                0.95922,              0.0068518,              0.0068518,              0.0068518
                    320,                0.46332,                0.26877,                0.86696,                0.95812,                0.96837,                0.98627,                0.83142,                0.61561,                0.29958,                0.95928,              0.0068419,              0.0068419,              0.0068419
                    321,                0.46353,                0.26602,                0.87035,                0.95818,                 0.9685,                0.98656,                0.83254,                 0.6153,                0.30083,                0.95909,               0.006832,               0.006832,               0.006832
                    322,                 0.4664,                0.26841,                0.86788,                0.95829,                0.96839,                0.98645,                0.83239,                0.61537,                0.30063,                0.95882,              0.0068221,              0.0068221,              0.0068221
                    323,                0.46953,                0.26668,                  0.867,                 0.9583,                0.96829,                0.98643,                0.83168,                0.61509,                0.30106,                0.95902,              0.0068122,              0.0068122,              0.0068122
                    324,                  0.468,                0.26853,                0.86742,                0.95829,                0.96804,                0.98643,                0.83232,                0.61565,                0.30154,                0.95939,              0.0068023,              0.0068023,              0.0068023
                    325,                0.46667,                0.26632,                0.86718,                0.95826,                0.96743,                0.98646,                0.83226,                0.61604,                0.30164,                0.95987,              0.0067924,              0.0067924,              0.0067924
                    326,                0.45961,                0.26384,                0.86688,                0.95827,                0.96779,                0.98646,                0.83164,                0.61678,                0.30182,                0.95982,              0.0067825,              0.0067825,              0.0067825
                    327,                0.46541,                0.26489,                0.86455,                0.95828,                0.96789,                 0.9865,                0.83264,                0.61641,                0.30263,                 0.9596,              0.0067726,              0.0067726,              0.0067726
                    328,                0.46445,                0.26481,                0.87315,                0.95825,                0.96734,                0.98666,                0.83229,                0.61577,                0.30203,                 0.9592,              0.0067627,              0.0067627,              0.0067627
                    329,                0.46172,                0.27033,                0.86939,                0.95826,                0.96742,                0.98666,                0.83109,                0.61562,                0.30135,                0.95951,              0.0067528,              0.0067528,              0.0067528
                    330,                0.46046,                 0.2654,                0.86844,                0.95825,                0.96723,                 0.9866,                0.83332,                0.61591,                0.30133,                0.95934,              0.0067429,              0.0067429,              0.0067429
                    331,                0.46444,                0.26758,                0.86712,                0.95826,                0.96739,                0.98672,                0.83437,                0.61524,                0.30015,                0.95914,               0.006733,               0.006733,               0.006733
                    332,                0.46095,                 0.2663,                0.86695,                0.95827,                0.96758,                0.98669,                0.83403,                0.61532,                 0.3001,                0.95905,              0.0067231,              0.0067231,              0.0067231
                    333,                0.45523,                0.26134,                0.86449,                0.95827,                0.96758,                0.98672,                0.83382,                0.61582,                0.30062,                0.95916,              0.0067132,              0.0067132,              0.0067132
                    334,                0.46616,                0.26788,                 0.8708,                0.95642,                0.96583,                0.98677,                0.83407,                0.61605,                0.30072,                0.95916,              0.0067033,              0.0067033,              0.0067033
                    335,                0.45727,                0.26514,                0.86739,                0.95652,                0.96583,                0.98672,                0.83398,                0.61551,                 0.3018,                 0.9589,              0.0066934,              0.0066934,              0.0066934
                    336,                0.46252,                0.26529,                0.86495,                0.95655,                0.96572,                0.98672,                0.83396,                0.61575,                0.30156,                0.95885,              0.0066835,              0.0066835,              0.0066835
                    337,                0.46659,                0.26742,                0.86843,                0.95672,                0.96562,                0.98673,                0.83266,                0.61579,                 0.3008,                0.95893,              0.0066736,              0.0066736,              0.0066736
                    338,                0.46481,                0.26339,                0.86248,                0.95666,                0.96574,                0.98669,                0.83228,                0.61637,                 0.3012,                0.95863,              0.0066637,              0.0066637,              0.0066637
                    339,                0.45826,                 0.2649,                0.86881,                0.95636,                0.96574,                0.98677,                0.83301,                0.61607,                0.30109,                0.95903,              0.0066538,              0.0066538,              0.0066538
                    340,                0.45692,                 0.2629,                0.86423,                0.95586,                0.96575,                0.98678,                0.83272,                0.61502,                0.30133,                0.95886,              0.0066439,              0.0066439,              0.0066439
                    341,                 0.4536,                0.25642,                0.86086,                0.95582,                0.96631,                0.98679,                0.83371,                 0.6158,                0.30142,                0.95885,               0.006634,               0.006634,               0.006634
                    342,                0.45576,                0.26312,                0.86177,                0.95583,                0.96662,                0.98687,                0.83344,                0.61549,                0.29945,                0.95825,              0.0066241,              0.0066241,              0.0066241
                    343,                0.45501,                0.26226,                0.86137,                0.95584,                0.96684,                0.98688,                0.83485,                 0.6154,                0.30003,                0.95852,              0.0066142,              0.0066142,              0.0066142
                    344,                0.45768,                0.26596,                0.86744,                0.95584,                0.96683,                0.98688,                0.83462,                0.61458,                0.29955,                0.95787,              0.0066043,              0.0066043,              0.0066043
                    345,                0.45528,                0.26312,                0.86605,                 0.9552,                0.96745,                0.98686,                0.83484,                0.61407,                0.29916,                0.95779,              0.0065944,              0.0065944,              0.0065944
                    346,                 0.4534,                0.26128,                 0.8621,                0.95508,                0.96745,                0.98686,                0.83463,                0.61372,                0.29881,                0.95756,              0.0065845,              0.0065845,              0.0065845
                    347,                0.45291,                0.26142,                0.85933,                0.95503,                0.96727,                0.98686,                0.83494,                0.61507,                0.29859,                0.95915,              0.0065746,              0.0065746,              0.0065746
                    348,                0.44776,                0.25679,                0.85904,                0.95551,                 0.9669,                0.98688,                0.83608,                0.61467,                0.29834,                0.95834,              0.0065647,              0.0065647,              0.0065647
                    349,                0.45164,                0.26098,                0.86215,                0.95546,                 0.9668,                0.98691,                0.83552,                0.61512,                0.29794,                0.95843,              0.0065548,              0.0065548,              0.0065548
                    350,                0.45303,                0.25991,                0.86452,                0.95534,                 0.9668,                0.98695,                0.83491,                0.61512,                 0.2986,                 0.9581,              0.0065449,              0.0065449,              0.0065449
                    351,                0.45186,                0.25956,                0.86287,                0.95471,                0.96715,                0.98693,                0.83475,                0.61515,                0.29812,                0.95733,               0.006535,               0.006535,               0.006535
                    352,                0.46406,                0.26256,                0.86899,                0.95466,                 0.9664,                0.98693,                0.83532,                0.61364,                0.29878,                0.95641,              0.0065251,              0.0065251,              0.0065251
                    353,                0.44524,                 0.2565,                 0.8631,                0.95453,                0.96649,                0.98693,                0.83503,                 0.6133,                0.29822,                0.95649,              0.0065152,              0.0065152,              0.0065152
                    354,                0.44988,                 0.2591,                0.86535,                0.95449,                0.96658,                0.98706,                0.83501,                0.61361,                0.29888,                0.95612,              0.0065053,              0.0065053,              0.0065053
                    355,                0.45307,                0.25876,                0.86368,                0.95447,                0.96663,                0.98709,                0.83632,                0.61257,                0.29881,                0.95584,              0.0064954,              0.0064954,              0.0064954
                    356,                0.44624,                 0.2588,                0.85802,                 0.9545,                0.96685,                0.98695,                0.83574,                0.61208,                0.29873,                0.95497,              0.0064855,              0.0064855,              0.0064855
                    357,                0.44911,                0.25897,                0.86256,                0.95528,                0.96697,                0.98699,                0.83536,                0.61275,                0.29712,                0.95559,              0.0064756,              0.0064756,              0.0064756
                    358,                0.45243,                0.25892,                 0.8637,                0.95524,                  0.967,                0.98713,                0.83429,                0.61331,                0.29829,                0.95574,              0.0064657,              0.0064657,              0.0064657
                    359,                0.45048,                0.25887,                0.85841,                 0.9551,                0.96701,                0.98713,                 0.8352,                0.61308,                0.29791,                0.95561,              0.0064558,              0.0064558,              0.0064558
                    360,                0.44764,                0.25883,                0.86715,                0.95504,                 0.9669,                0.98713,                0.83411,                0.61384,                0.29819,                0.95632,              0.0064459,              0.0064459,              0.0064459
                    361,                0.44495,                0.25901,                0.86083,                0.95534,                0.96654,                0.98708,                0.83412,                0.61489,                0.29872,                0.95752,               0.006436,               0.006436,               0.006436
                    362,                0.44612,                0.26017,                0.86296,                0.95523,                0.96657,                0.98708,                0.83398,                0.61524,                0.29859,                0.95737,              0.0064261,              0.0064261,              0.0064261
                    363,                0.44794,                0.25882,                0.86095,                0.95511,                0.96687,                0.98705,                0.83397,                0.61417,                0.29815,                0.95698,              0.0064162,              0.0064162,              0.0064162
                    364,                0.44583,                0.25741,                0.86269,                0.95491,                0.96726,                0.98709,                0.83341,                0.61432,                0.29734,                0.95688,              0.0064063,              0.0064063,              0.0064063
                    365,                0.44671,                0.25496,                0.85898,                0.95436,                0.96727,                0.98703,                0.83383,                0.61557,                0.29943,                0.95719,              0.0063964,              0.0063964,              0.0063964
                    366,                0.44692,                0.25863,                0.85967,                0.95424,                0.96546,                0.98703,                 0.8339,                0.61462,                0.29994,                0.95592,              0.0063865,              0.0063865,              0.0063865
                    367,                0.45124,                0.25718,                0.86215,                 0.9542,                0.96553,                0.98701,                0.83446,                0.61539,                 0.3004,                0.95589,              0.0063766,              0.0063766,              0.0063766
                    368,                0.44455,                0.25516,                0.86111,                0.95414,                0.96546,                0.98697,                0.83441,                0.61505,                0.29987,                0.95595,              0.0063667,              0.0063667,              0.0063667
                    369,                0.44845,                 0.2581,                0.85736,                0.95415,                 0.9655,                0.98697,                0.83509,                0.61531,                0.29978,                0.95587,              0.0063568,              0.0063568,              0.0063568
                    370,                0.45231,                0.26096,                0.86239,                0.95412,                0.96547,                0.98697,                0.83488,                0.61456,                0.29955,                0.95593,              0.0063469,              0.0063469,              0.0063469
                    371,                0.44757,                 0.2557,                0.86565,                0.95409,                0.96555,                0.98694,                0.83537,                0.61508,                 0.2994,                0.95621,               0.006337,               0.006337,               0.006337
                    372,                0.44611,                0.25903,                0.86443,                0.95409,                0.96539,                0.98694,                0.83562,                0.61557,                0.29861,                0.95632,              0.0063271,              0.0063271,              0.0063271
                    373,                0.44525,                0.25688,                0.85676,                0.95395,                0.96543,                0.98682,                0.83586,                0.61735,                0.29953,                0.95793,              0.0063172,              0.0063172,              0.0063172
                    374,                0.43853,                0.25346,                0.85977,                0.95388,                0.96539,                 0.9868,                0.83598,                0.61742,                0.30008,                0.95769,              0.0063073,              0.0063073,              0.0063073
                    375,                0.44854,                  0.256,                0.85947,                0.95388,                0.96563,                0.98685,                0.83463,                0.61824,                0.30003,                0.95783,              0.0062974,              0.0062974,              0.0062974
                    376,                0.44739,                0.25945,                 0.8617,                0.95385,                0.96569,                0.98689,                0.83483,                0.61829,                0.29965,                0.95774,              0.0062875,              0.0062875,              0.0062875
                    377,                0.44771,                0.25773,                0.86406,                 0.9539,                0.96593,                0.98684,                0.83241,                0.61837,                 0.3005,                0.95731,              0.0062776,              0.0062776,              0.0062776
                    378,                0.44696,                0.25759,                 0.8604,                0.95403,                0.96853,                0.98681,                0.83344,                0.61822,                0.30079,                0.95717,              0.0062677,              0.0062677,              0.0062677
                    379,                0.43831,                 0.2525,                0.85894,                0.95389,                0.96853,                0.98682,                0.83219,                0.61807,                0.30198,                0.95716,              0.0062578,              0.0062578,              0.0062578
                    380,                0.43905,                  0.253,                0.85972,                0.95389,                0.96853,                0.98679,                0.83194,                0.61847,                0.30192,                0.95677,              0.0062479,              0.0062479,              0.0062479
                    381,                 0.4427,                0.25384,                0.85731,                0.95387,                0.96853,                0.98677,                 0.8348,                0.61838,                0.30219,                0.95657,               0.006238,               0.006238,               0.006238
                    382,                0.44382,                0.25698,                0.85843,                0.95387,                0.96853,                0.98683,                0.83315,                0.61846,                0.30228,                0.95662,              0.0062281,              0.0062281,              0.0062281
                    383,                0.43825,                0.25251,                0.85864,                0.95392,                0.96853,                0.98686,                0.83316,                0.61807,                0.30302,                0.95667,              0.0062182,              0.0062182,              0.0062182
                    384,                 0.4428,                0.25451,                0.85927,                0.95382,                0.96853,                0.98683,                0.83284,                0.61829,                0.30216,                0.95705,              0.0062083,              0.0062083,              0.0062083
                    385,                0.44424,                0.25339,                0.86258,                0.95401,                0.96853,                0.98685,                0.83215,                0.61815,                0.30295,                0.95682,              0.0061984,              0.0061984,              0.0061984
                    386,                0.44155,                0.25477,                0.86164,                0.95392,                0.96853,                0.98683,                0.83382,                0.61786,                0.30254,                0.95649,              0.0061885,              0.0061885,              0.0061885
                    387,                0.43841,                 0.2515,                0.85959,                0.95392,                0.96853,                0.98688,                 0.8336,                0.61715,                0.30249,                0.95611,              0.0061786,              0.0061786,              0.0061786
                    388,                0.44362,                0.25664,                0.85849,                 0.9538,                0.96853,                 0.9869,                0.83438,                0.61731,                0.30292,                0.95595,              0.0061687,              0.0061687,              0.0061687
                    389,                0.44241,                0.25263,                0.86042,                0.95393,                0.96853,                0.98692,                0.83345,                0.61788,                0.30324,                0.95591,              0.0061588,              0.0061588,              0.0061588
                    390,                0.44453,                0.25529,                0.86279,                0.95399,                0.96853,                0.98689,                0.83284,                0.61753,                 0.3036,                0.95605,              0.0061489,              0.0061489,              0.0061489
                    391,                0.43605,                0.25024,                0.85434,                 0.9538,                0.96853,                0.98697,                0.83404,                0.61802,                0.30316,                0.95624,               0.006139,               0.006139,               0.006139
                    392,                0.44139,                0.25392,                0.85956,                0.95395,                0.96853,                 0.9869,                0.83366,                 0.6182,                0.30261,                0.95617,              0.0061291,              0.0061291,              0.0061291
                    393,                 0.4402,                0.25331,                0.86366,                0.95394,                0.96853,                 0.9869,                0.83327,                0.61743,                0.30325,                  0.956,              0.0061192,              0.0061192,              0.0061192
                    394,                0.44053,                0.25516,                0.85894,                0.95379,                0.96853,                0.98692,                 0.8339,                 0.6178,                0.30235,                  0.956,              0.0061093,              0.0061093,              0.0061093
                    395,                0.43847,                0.25379,                0.85987,                0.95383,                0.96853,                0.98689,                0.83377,                0.61788,                0.30178,                0.95604,              0.0060994,              0.0060994,              0.0060994
                    396,                0.44245,                0.25569,                 0.8597,                0.95374,                0.96853,                0.98698,                0.83329,                0.61783,                0.30219,                0.95614,              0.0060895,              0.0060895,              0.0060895
                    397,                0.43988,                0.25596,                0.85937,                0.95377,                0.96853,                0.98695,                0.83104,                0.61884,                0.30212,                 0.9561,              0.0060796,              0.0060796,              0.0060796
                    398,                0.43822,                0.25452,                0.85712,                0.95387,                0.96853,                0.98694,                0.83208,                0.61823,                0.30206,                0.95604,              0.0060697,              0.0060697,              0.0060697
                    399,                0.43559,                0.25068,                0.85575,                0.95409,                0.96853,                0.98697,                0.83249,                0.61866,                0.30231,                  0.956,              0.0060598,              0.0060598,              0.0060598
                    400,                0.44139,                0.25459,                0.86007,                0.95413,                0.96853,                0.98687,                0.83257,                0.61906,                0.30184,                0.95602,              0.0060499,              0.0060499,              0.0060499
                    401,                0.43881,                0.25442,                0.85921,                0.95397,                0.96853,                0.98691,                0.83309,                0.61814,                0.30163,                0.95549,                0.00604,                0.00604,                0.00604
                    402,                0.44122,                0.25463,                0.86077,                 0.9541,                0.96853,                0.98695,                0.83262,                0.61841,                0.30176,                 0.9551,              0.0060301,              0.0060301,              0.0060301
                    403,                0.43895,                0.25696,                0.85862,                0.95405,                0.96853,                0.98701,                0.83291,                0.61811,                 0.3008,                0.95496,              0.0060202,              0.0060202,              0.0060202
                    404,                0.43651,                 0.2521,                0.85747,                0.95389,                0.96853,                0.98695,                0.83272,                0.61809,                 0.3023,                0.95491,              0.0060103,              0.0060103,              0.0060103
                    405,                0.43588,                0.25086,                0.85819,                0.95379,                0.96853,                0.98693,                0.83332,                0.61775,                0.30207,                  0.955,              0.0060004,              0.0060004,              0.0060004
